ID,Cidade,Area,Quartos,Banheiros,Vagas Garagem,Andar,Animal,Mobiliado,Condominio,Aluguel,IPTU,Seguro Incendio,Total
745,True,120.0,2,3,2,2,True,True,2100.0,5391.0,569.0,22.0,8082.0
746,True,135.0,3,3,2,7,True,True,1323.0,7500.0,468.0,96.0,9387.0
747,True,300.0,4,6,5,0,True,False,0.0,10120.0,475.0,153.0,10740.0
748,True,36.0,1,1,1,4,True,False,600.0,1300.0,0.0,17.0,1917.0
749,True,33.0,1,1,0,1,False,False,250.0,1305.0,0.0,17.0,1572.0
750,True,65.0,2,2,1,3,True,False,650.0,2800.0,209.0,36.0,3695.0
751,True,67.0,2,1,1,1,True,False,920.0,1700.0,0.0,22.0,2642.0
752,True,51.0,1,1,0,13,True,True,340.0,2500.0,79.0,32.0,2951.0
753,True,38.0,1,1,0,16,True,True,290.0,2500.0,0.0,32.0,2822.0
754,True,80.0,2,1,1,0,True,False,484.0,1800.0,135.0,23.0,2442.0
755,True,275.0,3,3,1,11,True,True,886.0,8850.0,0.0,113.0,9849.0
756,True,33.0,1,1,1,5,True,False,842.0,2000.0,95.0,26.0,2963.0
757,True,40.0,1,1,1,0,False,False,0.0,972.0,0.0,15.0,987.0
758,True,210.0,4,4,3,3,True,False,2270.0,4675.0,1110.0,60.0,8115.0
759,True,90.0,2,2,1,0,False,False,0.0,4500.0,414.0,68.0,4982.0
760,True,260.0,4,4,3,11,False,False,3500.0,15000.0,1417.0,191.0,20110.0
761,True,40.0,1,1,1,16,True,True,620.0,3500.0,92.0,45.0,4257.0
762,True,50.0,1,1,0,0,True,False,0.0,2500.0,0.0,21.0,2521.0
763,False,50.0,2,1,1,0,False,False,0.0,1120.0,277.0,15.0,1412.0
764,True,68.0,1,2,1,5,True,False,942.0,6000.0,229.0,77.0,7248.0
765,True,20.0,1,1,0,2,False,True,0.0,2060.0,0.0,27.0,2087.0
766,True,189.0,3,3,1,12,True,False,2143.0,5800.0,371.0,74.0,8388.0
767,True,160.0,4,4,3,9,True,True,2184.0,6500.0,858.0,83.0,9625.0
768,False,60.0,2,2,1,19,True,False,341.0,1503.0,0.0,6.0,1850.0
769,True,440.0,3,2,4,0,True,False,0.0,4500.0,259.0,68.0,4827.0
770,True,220.0,5,5,4,22,True,False,1900.0,8880.0,875.0,113.0,11770.0
771,True,33.0,1,1,1,8,True,True,330.0,2070.0,0.0,27.0,2427.0
772,True,354.0,5,6,3,0,True,False,0.0,8850.0,958.0,134.0,9942.0
773,True,110.0,3,3,2,0,True,False,0.0,4800.0,50.0,73.0,4923.0
774,True,58.0,2,3,2,0,False,False,50.0,2000.0,0.0,31.0,2081.0
775,True,600.0,4,6,6,0,True,False,0.0,12000.0,2592.0,181.0,14770.0
776,True,56.0,2,1,1,10,True,False,550.0,1200.0,0.0,16.0,1766.0
777,False,100.0,2,1,3,0,True,False,0.0,1250.0,100.0,19.0,1369.0
778,True,440.0,4,3,7,0,False,False,0.0,15000.0,1084.0,226.0,16310.0
779,False,270.0,3,3,5,0,True,False,0.0,7500.0,459.0,113.0,8072.0
780,True,75.0,1,1,0,0,False,False,0.0,1450.0,0.0,22.0,1472.0
781,True,205.0,4,3,3,10,True,False,3800.0,10000.0,1167.0,127.0,15090.0
782,True,380.0,4,5,5,2,True,False,6500.0,3400.0,1125.0,44.0,11070.0
783,True,260.0,4,2,2,3,True,False,1715.0,6000.0,594.0,77.0,8386.0
784,True,147.0,3,4,3,7,True,False,1308.0,4500.0,630.0,58.0,6496.0
785,True,90.0,2,1,1,2,True,False,1000.0,3000.0,50.0,39.0,4089.0
786,True,40.0,1,1,0,0,False,False,0.0,650.0,0.0,10.0,660.0
787,True,20.0,1,1,0,6,True,True,602.0,1800.0,130.0,23.0,2555.0
788,True,80.0,3,1,0,0,True,False,0.0,2400.0,60.0,37.0,2497.0
789,True,147.0,3,3,2,7,True,False,1520.0,2200.0,513.0,28.0,4261.0
790,True,750.0,4,5,8,0,True,False,0.0,15000.0,4338.0,226.0,19560.0
791,True,109.0,4,2,2,13,True,False,1156.0,6500.0,319.0,83.0,8058.0
792,True,200.0,3,3,2,1,True,True,1500.0,2000.0,1.0,26.0,3527.0
793,True,272.0,4,5,3,3,False,False,3500.0,6200.0,92.0,79.0,9871.0
794,True,96.0,3,2,2,10,True,False,1616.0,1770.0,162.0,23.0,3571.0
795,False,92.0,3,2,2,8,True,False,700.0,2000.0,145.0,26.0,2871.0
796,True,36.0,1,1,1,16,True,True,763.0,5000.0,183.0,64.0,6010.0
797,True,212.0,4,4,3,7,False,False,2300.0,9200.0,1046.0,117.0,12660.0
798,True,23.0,1,1,0,25,True,False,399.0,2150.0,0.0,28.0,2577.0
799,True,216.0,4,3,4,28,False,False,1868.0,5000.0,657.0,64.0,7589.0
800,True,360.0,4,5,2,8,True,False,2600.0,15000.0,1167.0,191.0,18960.0
801,True,278.0,4,4,3,10,True,False,4034.0,5500.0,965.0,70.0,10570.0
802,True,68.0,2,2,2,18,True,False,700.0,2300.0,150.0,30.0,3180.0
803,True,20.0,1,1,0,0,True,True,602.0,1800.0,130.0,23.0,2555.0
804,True,350.0,4,6,6,0,True,True,0.0,9600.0,1367.0,145.0,11110.0
805,False,80.0,2,2,2,11,True,False,832.0,2200.0,171.0,28.0,3231.0
806,True,330.0,3,4,2,11,True,False,3600.0,8400.0,525.0,107.0,12630.0
807,True,250.0,4,4,2,17,True,True,2600.0,6000.0,500.0,77.0,9177.0
808,True,250.0,3,2,3,35,True,True,2500.0,15000.0,1084.0,191.0,18780.0
809,True,164.0,3,3,1,3,True,True,1795.0,9000.0,210.0,115.0,11120.0
810,True,66.0,3,2,0,9,True,False,317.0,3550.0,0.0,13.0,3880.0
811,True,240.0,3,2,3,0,True,False,0.0,3500.0,292.0,53.0,3845.0
812,True,50.0,1,1,1,8,True,True,600.0,2800.0,0.0,20.0,3420.0
813,True,60.0,2,1,0,0,True,False,0.0,1200.0,38.0,19.0,1257.0
814,False,50.0,2,1,1,1,True,False,430.0,680.0,50.0,9.0,1169.0
815,True,127.0,4,3,2,4,True,False,1040.0,4930.0,472.0,63.0,6505.0
816,True,180.0,3,3,2,7,True,False,3000.0,7000.0,292.0,89.0,10380.0
817,True,230.0,3,3,1,3,True,False,1580.0,5800.0,589.0,74.0,8043.0
818,False,50.0,1,1,0,2,True,False,473.0,550.0,14.0,7.0,1044.0
819,True,60.0,2,2,2,15,True,False,692.0,1900.0,90.0,25.0,2707.0
820,True,47.0,2,1,0,5,False,True,548.0,2200.0,0.0,16.0,2764.0
821,True,90.0,3,2,1,7,True,False,924.0,2400.0,117.0,31.0,3472.0
822,True,30.0,1,1,0,0,False,True,296.0,1826.0,30.0,24.0,2176.0
823,False,76.0,3,2,1,4,True,False,547.0,950.0,97.0,13.0,1607.0
824,True,110.0,2,4,2,2,True,True,2100.0,7500.0,500.0,96.0,10200.0
825,True,450.0,4,5,6,0,True,False,0.0,12000.0,1334.0,181.0,13520.0
826,True,43.0,2,1,1,1,True,False,320.0,1020.0,0.0,13.0,1353.0
827,True,60.0,2,2,2,11,True,True,760.0,3800.0,132.0,49.0,4741.0
828,True,150.0,3,3,2,12,True,False,1650.0,4000.0,142.0,51.0,5843.0
829,True,65.0,2,2,2,2,False,True,2500.0,4000.0,398.0,51.0,6949.0
830,True,72.0,3,1,1,2,True,False,461.0,1600.0,0.0,21.0,2082.0
831,True,120.0,3,2,1,0,True,False,0.0,3000.0,495.0,46.0,3541.0
832,True,800.0,4,7,8,0,False,False,10000.0,8500.0,209.0,128.0,18840.0
833,True,82.0,1,2,1,1,False,True,1000.0,11000.0,25.0,140.0,12170.0
834,False,70.0,1,1,1,2,True,True,290.0,1600.0,70.0,21.0,1981.0
835,True,250.0,3,4,4,15,True,False,2530.0,4000.0,1100.0,51.0,7681.0
836,False,76.0,3,2,1,6,False,True,580.0,1950.0,67.0,25.0,2622.0
837,True,60.0,2,2,2,6,True,True,700.0,1811.0,59.0,7.0,2577.0
838,True,197.0,3,3,2,8,True,False,4200.0,6000.0,1375.0,77.0,11650.0
839,False,100.0,3,2,2,0,True,False,0.0,2250.0,15.0,34.0,2299.0
840,True,40.0,1,1,1,2,False,True,375.0,1635.0,0.0,21.0,2031.0
841,True,62.0,1,2,1,2,True,True,2061.0,11000.0,262.0,140.0,13460.0
842,True,35.0,1,1,0,0,False,False,0.0,1280.0,55.0,20.0,1355.0
843,True,23.0,1,1,0,25,True,False,393.0,2100.0,59.0,27.0,2579.0
844,True,323.0,3,5,6,0,True,False,0.0,10000.0,985.0,151.0,11140.0
845,True,450.0,3,2,0,0,True,False,0.0,5800.0,917.0,88.0,6805.0
846,True,560.0,4,6,5,3,False,False,4300.0,7948.0,4400.0,101.0,16750.0
847,True,156.0,3,2,2,10,True,False,2322.0,8000.0,385.0,102.0,10810.0
848,True,130.0,2,1,2,0,True,False,0.0,2600.0,0.0,15.0,2615.0
849,True,108.0,4,2,0,9,True,False,1013.0,5500.0,142.0,70.0,6725.0
850,True,20.0,1,1,0,1,False,False,0.0,1000.0,10.0,13.0,1023.0
851,True,165.0,3,4,3,7,True,False,2460.0,3500.0,617.0,45.0,6622.0
852,False,120.0,3,1,1,3,False,False,650.0,1800.0,80.0,23.0,2553.0
853,True,200.0,4,4,6,0,True,False,0.0,4320.0,375.0,65.0,4760.0
854,True,132.0,3,2,2,8,True,True,1650.0,4000.0,400.0,51.0,6101.0
855,True,154.0,3,3,2,12,True,True,1042.0,2000.0,0.0,26.0,3068.0
856,True,113.0,2,1,1,5,True,False,1000.0,3000.0,50.0,39.0,4089.0
857,True,310.0,4,4,3,0,True,False,0.0,7000.0,675.0,106.0,7781.0
858,True,70.0,2,2,2,16,True,False,1400.0,3300.0,84.0,42.0,4826.0
859,True,91.0,2,3,2,5,False,False,2065.0,9800.0,500.0,125.0,12490.0
860,True,156.0,3,4,2,7,True,False,1800.0,2000.0,0.0,26.0,3826.0
861,True,48.0,2,1,1,10,True,False,370.0,1690.0,0.0,22.0,2082.0
862,False,54.0,1,2,0,1,True,False,245.0,720.0,46.0,10.0,1021.0
863,False,256.0,4,5,4,8,True,False,3900.0,3000.0,1167.0,39.0,8106.0
864,True,20.0,1,1,0,1,False,True,0.0,2050.0,0.0,26.0,2076.0
865,True,72.0,2,2,1,9,True,False,626.0,1539.0,27.0,20.0,2212.0
866,True,159.0,2,3,1,8,False,True,1276.0,3230.0,49.0,41.0,4596.0
867,True,220.0,3,3,2,14,False,True,1499.0,6300.0,468.0,80.0,8347.0
868,True,190.0,3,4,1,0,True,False,0.0,4100.0,304.0,62.0,4466.0
869,True,25.0,1,1,0,2,True,False,105.0,1410.0,0.0,18.0,1533.0
870,True,100.0,2,1,2,0,False,False,0.0,6000.0,167.0,91.0,6258.0
871,True,171.0,4,5,4,4,True,False,1900.0,8000.0,715.0,102.0,10720.0
872,True,230.0,4,3,1,1,False,False,2400.0,4000.0,513.0,51.0,6964.0
873,False,75.0,3,2,2,1,True,False,1250.0,1600.0,162.0,21.0,3033.0
874,True,68.0,2,1,1,5,True,False,525.0,1600.0,142.0,21.0,2288.0
875,True,160.0,2,1,0,0,True,False,0.0,1660.0,5.0,25.0,1690.0
876,True,100.0,2,2,2,6,True,True,1700.0,6500.0,42.0,83.0,8325.0
877,True,287.0,4,4,4,6,False,False,7900.0,11300.0,2590.0,144.0,21930.0
878,False,55.0,2,1,1,2,True,False,453.0,749.0,44.0,10.0,1256.0
879,True,50.0,2,1,1,11,False,True,357.0,2500.0,0.0,32.0,2889.0
880,True,39.0,1,1,1,20,True,False,600.0,1577.0,0.0,20.0,2197.0
881,True,16.0,1,1,0,1,False,False,0.0,1200.0,59.0,16.0,1275.0
882,True,200.0,4,3,3,1,True,True,3249.0,5800.0,843.0,74.0,9966.0
883,True,83.0,2,3,2,0,True,False,200.0,3500.0,167.0,53.0,3920.0
884,True,22.0,1,1,1,14,False,True,450.0,2000.0,84.0,26.0,2560.0
885,False,80.0,3,2,2,14,False,False,704.0,1800.0,83.0,23.0,2610.0
886,True,100.0,3,2,3,0,True,False,430.0,4990.0,338.0,76.0,5834.0
887,True,210.0,3,2,1,5,True,True,3400.0,7500.0,450.0,96.0,11450.0
888,True,33.0,1,1,0,18,True,False,300.0,2000.0,0.0,26.0,2326.0
889,True,64.0,1,2,1,15,True,True,650.0,8900.0,154.0,64.0,9768.0
890,True,98.0,2,2,0,6,True,False,660.0,2500.0,0.0,32.0,3192.0
891,True,200.0,3,4,2,0,False,True,0.0,9800.0,417.0,148.0,10370.0
892,True,44.0,1,1,1,17,False,True,400.0,2288.0,101.0,9.0,2798.0
893,True,420.0,3,3,4,7,True,False,8043.0,12000.0,2936.0,153.0,23130.0
894,True,55.0,1,1,0,0,True,True,0.0,1500.0,0.0,23.0,1523.0
895,True,40.0,1,1,0,0,True,False,0.0,900.0,80.0,12.0,992.0
896,True,80.0,2,1,1,2,True,True,1950.0,3100.0,209.0,40.0,5299.0
897,False,131.0,3,3,3,7,False,False,1200.0,5800.0,355.0,74.0,7429.0
898,True,66.0,2,1,1,5,False,False,550.0,2300.0,30.0,30.0,2910.0
899,True,98.0,1,1,1,0,False,False,0.0,1283.0,0.0,14.0,1297.0
900,True,77.0,1,2,1,29,True,True,750.0,7740.0,209.0,99.0,8798.0
901,True,293.0,4,3,3,5,True,False,3300.0,1190.0,500.0,16.0,5006.0
902,True,320.0,4,4,6,8,True,True,5281.0,15000.0,3151.0,191.0,23620.0
903,True,10.0,4,3,2,0,True,False,0.0,2670.0,21.0,41.0,2732.0
904,True,178.0,3,2,1,6,True,False,2800.0,3000.0,242.0,39.0,6081.0
905,True,90.0,2,1,2,4,True,False,1100.0,2000.0,0.0,26.0,3126.0
906,True,64.0,2,2,1,14,True,True,780.0,5000.0,217.0,64.0,6061.0
907,True,57.0,2,1,1,8,True,True,350.0,1800.0,50.0,23.0,2223.0
908,True,240.0,3,1,2,8,True,False,2088.0,4000.0,1449.0,51.0,7588.0
909,True,140.0,4,4,3,5,True,False,1800.0,3600.0,583.0,46.0,6029.0
910,True,59.0,1,1,1,3,True,True,1420.0,3900.0,280.0,50.0,5650.0
911,True,178.0,3,3,1,10,True,False,2350.0,5000.0,300.0,64.0,7714.0
912,True,430.0,4,4,8,0,True,False,0.0,5500.0,521.0,83.0,6104.0
913,True,65.0,2,1,1,3,True,False,300.0,1400.0,84.0,18.0,1802.0
914,True,100.0,2,2,1,11,False,False,1083.0,1500.0,239.0,20.0,2842.0
915,True,106.0,2,3,2,14,True,True,1109.0,3980.0,209.0,51.0,5349.0
916,True,234.0,3,5,4,0,True,True,0.0,3680.0,400.0,56.0,4136.0
917,True,417.0,5,4,2,0,True,False,0.0,12000.0,1278.0,181.0,13460.0
918,True,125.0,3,2,2,0,True,False,0.0,1450.0,84.0,22.0,1556.0
919,False,64.0,2,1,1,10,True,False,540.0,820.0,122.0,11.0,1493.0
920,True,99.0,3,2,1,3,True,False,390.0,2500.0,90.0,32.0,3012.0
921,True,30.0,1,1,1,14,True,False,457.0,2800.0,72.0,36.0,3365.0
922,True,100.0,2,2,1,15,False,False,1500.0,7600.0,259.0,97.0,9456.0
923,True,225.0,3,2,2,0,True,False,0.0,2300.0,209.0,35.0,2544.0
924,True,125.0,3,2,2,4,True,True,2000.0,4000.0,334.0,51.0,6385.0
925,True,180.0,2,2,5,0,True,False,1.0,3000.0,1.0,46.0,3048.0
926,True,50.0,1,1,0,0,False,False,0.0,892.0,59.0,14.0,965.0
927,False,55.0,2,1,1,1,True,False,350.0,1397.0,80.0,18.0,1845.0
928,True,30.0,1,1,0,3,True,True,350.0,3000.0,0.0,39.0,3389.0
929,True,220.0,4,3,4,4,True,False,3200.0,11000.0,1000.0,140.0,15340.0
930,True,30.0,1,1,0,9,True,False,370.0,1000.0,14.0,13.0,1397.0
931,True,195.0,3,3,3,0,True,True,0.0,4000.0,280.0,61.0,4341.0
932,True,109.0,3,2,2,13,True,False,1156.0,6500.0,319.0,83.0,8058.0
933,True,45.0,1,1,0,0,True,False,0.0,928.0,57.0,14.0,999.0
934,True,280.0,4,4,2,0,True,False,0.0,8000.0,600.0,121.0,8721.0
935,False,212.0,4,1,2,0,True,False,0.0,1500.0,88.0,23.0,1611.0
936,False,42.0,1,1,1,16,False,False,472.0,2000.0,75.0,26.0,2573.0
937,True,100.0,3,3,1,0,True,False,0.0,7000.0,881.0,106.0,7987.0
938,True,35.0,1,1,0,0,True,False,50.0,850.0,65.0,13.0,978.0
939,True,300.0,3,3,1,0,True,True,0.0,11000.0,625.0,166.0,11790.0
940,True,600.0,4,6,5,13,True,False,7200.0,6000.0,1167.0,77.0,14440.0
941,True,70.0,2,2,1,0,True,False,0.0,2100.0,9.0,27.0,2136.0
942,True,35.0,1,1,0,1,False,True,0.0,1700.0,0.0,22.0,1722.0
943,True,180.0,5,3,2,0,False,False,0.0,9000.0,0.0,136.0,9136.0
944,True,210.0,3,3,3,17,True,False,2300.0,7000.0,717.0,89.0,10110.0
945,True,96.0,3,3,2,5,True,False,855.0,3700.0,486.0,47.0,5088.0
946,True,46.0,1,1,1,12,False,True,1445.0,5000.0,298.0,64.0,6807.0
947,True,68.0,2,2,2,13,False,True,800.0,4000.0,132.0,51.0,4983.0
948,True,135.0,2,3,1,19,False,True,2745.0,8000.0,650.0,102.0,11500.0
949,True,235.0,3,4,4,2,True,True,1950.0,15000.0,1150.0,191.0,18290.0
950,True,190.0,4,5,3,10,True,False,3200.0,4000.0,417.0,51.0,7668.0
951,False,75.0,2,1,1,0,True,False,0.0,1140.0,80.0,18.0,1238.0
952,True,35.0,1,1,1,16,True,True,572.0,4900.0,70.0,63.0,5605.0
953,True,40.0,1,1,2,5,True,False,915.0,1559.0,169.0,20.0,2663.0
954,True,245.0,3,3,1,18,True,True,1904.0,12000.0,486.0,153.0,14540.0
955,True,55.0,2,1,1,6,True,False,800.0,1300.0,0.0,17.0,2117.0
956,True,49.0,1,1,1,5,True,False,284.0,2600.0,134.0,33.0,3051.0
957,True,60.0,2,1,0,3,True,False,487.0,1850.0,0.0,24.0,2361.0
958,False,60.0,2,1,1,16,False,False,300.0,1400.0,60.0,18.0,1778.0
959,True,190.0,3,4,3,14,True,True,1700.0,2740.0,900.0,35.0,5375.0
960,True,95.0,3,2,2,16,False,False,900.0,3150.0,121.0,40.0,4211.0
961,True,125.0,2,1,1,0,True,False,0.0,1490.0,74.0,23.0,1587.0
962,True,250.0,3,4,4,0,True,True,0.0,4200.0,0.0,64.0,4264.0
963,True,230.0,3,4,2,12,True,True,2662.0,5900.0,680.0,75.0,9317.0
964,True,168.0,3,3,3,3,True,False,1605.0,2700.0,322.0,35.0,4662.0
965,True,132.0,3,1,2,7,False,True,920.0,8000.0,400.0,102.0,9422.0
966,True,294.0,4,6,8,0,True,True,0.0,3000.0,600.0,46.0,3646.0
967,True,25.0,1,1,0,12,True,False,318.0,2100.0,41.0,27.0,2486.0
968,True,48.0,1,1,1,6,True,False,500.0,2200.0,35.0,28.0,2763.0
969,True,98.0,2,2,1,13,True,False,1055.0,2166.0,384.0,28.0,3633.0
970,False,226.0,4,2,2,10,True,False,1850.0,2780.0,403.0,36.0,5069.0
971,True,60.0,2,1,1,2,True,False,0.0,2700.0,0.0,35.0,2735.0
972,True,55.0,1,1,1,7,True,False,594.0,2050.0,50.0,26.0,2720.0
973,True,31.0,1,1,0,6,True,False,200.0,2614.0,84.0,34.0,2932.0
974,True,150.0,2,3,1,0,True,False,0.0,1650.0,0.0,25.0,1675.0
975,True,70.0,2,1,0,0,True,False,0.0,1350.0,0.0,21.0,1371.0
976,True,234.0,3,4,3,13,True,False,2400.0,7000.0,84.0,89.0,9573.0
977,True,188.0,1,3,2,10,False,False,1180.0,8000.0,550.0,102.0,9832.0
978,True,198.0,4,5,4,17,True,False,1493.0,4000.0,926.0,51.0,6470.0
979,False,57.0,1,1,1,2,True,False,690.0,2600.0,131.0,33.0,3454.0
980,True,550.0,3,2,4,0,False,False,0.0,3805.0,449.0,58.0,4312.0
981,True,700.0,5,7,5,0,True,False,0.0,15000.0,2240.0,226.0,17470.0
982,True,240.0,4,2,4,0,True,False,0.0,8000.0,0.0,121.0,8121.0
983,True,100.0,3,3,2,2,False,True,1500.0,1490.0,105.0,19.0,3114.0
984,True,167.0,3,3,2,7,True,False,1315.0,5500.0,292.0,70.0,7177.0
985,False,85.0,2,1,0,0,True,False,590.0,800.0,0.0,11.0,1401.0
986,True,55.0,1,2,1,18,True,True,2270.0,5500.0,18.0,70.0,7858.0
987,True,56.0,2,1,1,6,True,True,479.0,3190.0,144.0,41.0,3854.0
988,True,72.0,2,1,1,2,False,True,325.0,1650.0,60.0,21.0,2056.0
989,True,350.0,4,3,3,1,False,True,4459.0,15000.0,0.0,191.0,19650.0
990,True,190.0,3,3,3,6,True,True,2800.0,4500.0,834.0,58.0,8192.0
991,True,65.0,2,1,1,4,True,False,800.0,1750.0,0.0,7.0,2557.0
992,True,290.0,3,3,3,0,True,False,0.0,8000.0,542.0,121.0,8663.0
993,False,45.0,1,1,0,3,True,False,412.0,900.0,66.0,12.0,1390.0
994,True,185.0,3,2,2,11,True,False,2000.0,11500.0,417.0,146.0,14060.0
995,False,54.0,1,1,1,6,False,False,0.0,1370.0,31.0,18.0,1419.0
996,True,240.0,4,3,3,6,True,False,2850.0,12000.0,700.0,153.0,15700.0
997,True,90.0,3,3,2,0,True,False,0.0,2000.0,50.0,31.0,2081.0
998,False,348.0,3,3,3,0,True,False,0.0,4850.0,400.0,73.0,5323.0
999,True,251.0,3,2,2,0,True,False,0.0,3400.0,336.0,52.0,3788.0
1000,True,140.0,3,1,2,0,False,False,140.0,6000.0,273.0,91.0,6504.0
1001,True,220.0,3,4,8,0,False,False,0.0,3493.0,492.0,53.0,4038.0
1002,True,42.0,1,1,1,14,False,False,0.0,5000.0,0.0,64.0,5064.0
1003,False,100.0,3,2,0,2,False,False,815.0,808.0,81.0,11.0,1715.0
1004,False,65.0,2,1,1,1,False,False,267.0,1000.0,34.0,13.0,1314.0
1005,True,70.0,3,2,1,3,True,False,758.0,2000.0,109.0,26.0,2893.0
1006,True,80.0,2,2,0,0,True,False,0.0,2000.0,134.0,31.0,2165.0
1007,True,292.0,4,3,3,8,True,True,2700.0,11480.0,709.0,146.0,15030.0
1008,True,28.0,1,1,0,1,True,False,0.0,1329.0,15.0,17.0,1361.0
1009,True,130.0,3,2,1,7,False,False,1900.0,6900.0,260.0,88.0,9148.0
1010,True,145.0,3,2,1,4,True,False,1600.0,3445.0,0.0,13.0,5058.0
1011,True,58.0,1,1,0,2,False,False,330.0,1398.0,0.0,8.0,1736.0
1012,True,380.0,3,5,1,10,False,False,3000.0,15000.0,267.0,191.0,18460.0
1013,True,100.0,2,2,2,10,True,False,930.0,2600.0,21.0,33.0,3584.0
1014,False,62.0,1,1,1,1,False,False,650.0,755.0,0.0,3.0,1408.0
1015,False,55.0,2,1,1,0,True,False,480.0,750.0,66.0,10.0,1306.0
1016,True,98.0,2,2,1,0,False,False,1300.0,2990.0,250.0,38.0,4578.0
1017,True,159.0,3,3,1,6,True,False,1800.0,3000.0,292.0,39.0,5131.0
1018,True,210.0,3,5,4,6,True,True,3301.0,11900.0,960.0,151.0,16310.0
1019,False,60.0,2,1,1,3,True,False,345.0,880.0,16.0,12.0,1253.0
1020,True,472.0,3,2,4,0,True,False,0.0,6500.0,650.0,98.0,7248.0
1021,True,128.0,3,2,2,1,True,False,1630.0,3000.0,597.0,39.0,5266.0
1022,True,83.0,2,1,1,1,True,False,620.0,1147.0,238.0,15.0,2020.0
1023,True,50.0,1,1,1,6,False,True,1450.0,2500.0,342.0,32.0,4324.0
1024,True,112.0,3,2,3,0,True,False,0.0,3300.0,32.0,50.0,3382.0
1025,False,52.0,3,1,1,1,True,True,288.0,1200.0,63.0,16.0,1567.0
1026,True,40.0,1,1,1,9,True,True,1800.0,4800.0,350.0,61.0,7011.0
1027,True,500.0,4,6,3,0,True,False,0.0,15000.0,845.0,226.0,16070.0
1028,True,55.0,2,1,1,13,True,False,505.0,1800.0,0.0,23.0,2328.0
1029,True,365.0,3,5,2,5,True,True,1950.0,8500.0,899.0,108.0,11460.0
1030,True,40.0,1,2,1,28,False,True,1935.0,4200.0,318.0,54.0,6507.0
1031,True,25.0,1,1,1,25,True,False,331.0,2100.0,64.0,27.0,2522.0
1032,False,85.0,3,2,2,9,True,True,510.0,3000.0,165.0,39.0,3714.0
1033,False,170.0,4,3,1,10,False,False,1470.0,3700.0,0.0,47.0,5217.0
1034,True,300.0,3,5,4,12,False,False,6593.0,6000.0,1974.0,77.0,14640.0
1035,True,53.0,2,1,1,7,False,False,600.0,1200.0,60.0,16.0,1876.0
1036,True,387.0,4,5,6,0,True,False,0.0,13000.0,834.0,196.0,14030.0
1037,True,85.0,3,2,1,4,True,False,1300.0,3100.0,125.0,40.0,4565.0
1038,False,45.0,2,1,1,3,True,False,312.0,850.0,25.0,11.0,1198.0
1039,True,44.0,1,1,0,1,False,False,0.0,1200.0,30.0,16.0,1246.0
1040,True,92.0,2,2,1,6,False,False,1590.0,2490.0,158.0,32.0,4270.0
1041,True,45.0,1,1,1,0,True,False,0.0,1300.0,59.0,20.0,1379.0
1042,True,60.0,2,1,0,10,True,False,453.0,1654.0,0.0,19.0,2126.0
1043,True,150.0,3,5,2,14,True,False,1423.0,3102.0,452.0,40.0,5017.0
1044,True,35.0,1,1,0,1,False,False,250.0,1305.0,0.0,17.0,1572.0
1045,True,70.0,2,2,1,6,True,False,450.0,3500.0,150.0,45.0,4145.0
1046,True,350.0,3,5,4,13,True,False,4000.0,3760.0,1750.0,48.0,9558.0
1047,True,20.0,1,1,0,5,True,True,602.0,1800.0,130.0,23.0,2555.0
1048,True,316.0,4,6,4,18,True,True,4767.0,8000.0,1963.0,102.0,14830.0
1049,True,38.0,1,1,0,16,False,False,188.0,2001.0,0.0,26.0,2215.0
1050,True,62.0,3,2,1,5,True,False,455.0,1583.0,33.0,6.0,2077.0
1051,False,258.0,2,2,1,0,True,False,0.0,1400.0,67.0,22.0,1489.0
1052,False,402.0,4,5,2,0,False,False,730.0,4800.0,459.0,73.0,6062.0
1053,True,200.0,3,1,2,0,True,False,0.0,3000.0,0.0,46.0,3046.0
1054,True,60.0,1,1,1,6,True,False,683.0,2240.0,0.0,29.0,2952.0
1055,False,54.0,2,1,1,10,True,False,320.0,1500.0,23.0,20.0,1863.0
1056,True,53.0,2,1,1,8,True,True,950.0,1200.0,0.0,16.0,2166.0
1057,True,50.0,1,1,0,1,True,False,0.0,950.0,0.0,15.0,965.0
1058,False,65.0,2,1,1,3,True,False,420.0,1250.0,53.0,16.0,1739.0
1059,False,81.0,3,2,2,3,True,False,780.0,2230.0,128.0,29.0,3167.0
1060,True,68.0,2,2,1,18,True,False,640.0,3400.0,95.0,44.0,4179.0
1061,True,158.0,3,3,2,10,False,False,1995.0,5500.0,529.0,70.0,8094.0
1062,True,114.0,2,2,1,4,True,False,1405.0,2000.0,0.0,26.0,3431.0
1063,True,80.0,3,2,2,5,True,False,1045.0,2400.0,227.0,31.0,3703.0
1064,False,111.0,3,3,3,6,False,True,1000.0,5000.0,283.0,64.0,6347.0
1065,True,160.0,3,4,2,3,True,False,2462.0,8500.0,60.0,108.0,11130.0
1066,True,630.0,4,6,4,0,False,False,0.0,12300.0,2667.0,185.0,15150.0
1067,True,68.0,1,1,0,0,False,False,0.0,1140.0,0.0,18.0,1158.0
1068,False,60.0,2,1,1,1,True,False,314.0,1000.0,0.0,13.0,1327.0
1069,True,110.0,3,2,1,10,True,False,1421.0,2800.0,104.0,36.0,4361.0
1070,True,255.0,4,4,3,2,True,False,5000.0,6600.0,1678.0,84.0,13360.0
