,Cidade,Area,Quartos,Banheiros,Vagas Garagem,Andar,Animal,Mobiliado
773,1,110,3,3,2,-,True,False
774,1,58,2,3,2,-,False,False
775,1,600,4,6,6,-,True,False
776,1,56,2,1,1,10,True,False
777,0,100,2,1,3,-,True,False
778,1,440,4,3,7,-,False,False
779,0,270,3,3,5,-,True,False
780,1,75,1,1,0,-,False,False
781,1,205,4,3,3,10,True,False
782,1,380,4,5,5,2,True,False
783,1,260,4,2,2,3,True,False
784,1,147,3,4,3,7,True,False
785,1,90,2,1,1,2,True,False
786,1,40,1,1,0,-,False,False
787,1,20,1,1,0,6,True,True
788,1,80,3,1,0,-,True,False
789,1,147,3,3,2,7,True,False
790,1,750,4,5,8,-,True,False
791,1,109,4,2,2,13,True,False
792,1,200,3,3,2,1,True,True
793,1,272,4,5,3,3,False,False
794,1,96,3,2,2,10,True,False
795,0,92,3,2,2,8,True,False
796,1,36,1,1,1,16,True,True
797,1,212,4,4,3,7,False,False
798,1,23,1,1,0,25,True,False
799,1,216,4,3,4,28,False,False
800,1,360,4,5,2,8,True,False
801,1,278,4,4,3,10,True,False
802,1,68,2,2,2,18,True,False
803,1,20,1,1,0,-,True,True
804,1,350,4,6,6,-,True,True
805,0,80,2,2,2,11,True,False
806,1,330,3,4,2,11,True,False
807,1,250,4,4,2,17,True,True
808,1,250,3,2,3,35,True,True
809,1,164,3,3,1,3,True,True
810,1,66,3,2,0,9,True,False
811,1,240,3,2,3,-,True,False
812,1,50,1,1,1,8,True,True
813,1,60,2,1,0,-,True,False
814,0,50,2,1,1,1,True,False
815,1,127,4,3,2,4,True,False
816,1,180,3,3,2,7,True,False
817,1,230,3,3,1,3,True,False
818,0,50,1,1,0,2,True,False
819,1,60,2,2,2,15,True,False
820,1,47,2,1,0,5,False,True
821,1,90,3,2,1,7,True,False
822,1,30,1,1,0,-,False,True
823,0,76,3,2,1,4,True,False
824,1,110,2,4,2,2,True,True
825,1,450,4,5,6,-,True,False
826,1,43,2,1,1,1,True,False
827,1,60,2,2,2,11,True,True
828,1,150,3,3,2,12,True,False
829,1,65,2,2,2,2,False,True
830,1,72,3,1,1,2,True,False
831,1,120,3,2,1,-,True,False
832,1,800,4,7,8,-,False,False
833,1,82,1,2,1,1,False,True
834,0,70,1,1,1,2,True,True
835,1,250,3,4,4,15,True,False
836,0,76,3,2,1,6,False,True
837,1,60,2,2,2,6,True,True
838,1,197,3,3,2,8,True,False
839,0,100,3,2,2,-,True,False
840,1,40,1,1,1,2,False,True
841,1,62,1,2,1,2,True,True
842,1,35,1,1,0,-,False,False
843,1,23,1,1,0,25,True,False
844,1,323,3,5,6,-,True,False
845,1,450,3,2,0,-,True,False
846,1,560,4,6,5,3,False,False
847,1,156,3,2,2,10,True,False
848,1,130,2,1,2,-,True,False
849,1,108,4,2,0,9,True,False
850,1,20,1,1,0,1,False,False
851,1,165,3,4,3,7,True,False
852,0,120,3,1,1,3,False,False
853,1,200,4,4,6,-,True,False
854,1,132,3,2,2,8,True,True
855,1,154,3,3,2,12,True,True
856,1,113,2,1,1,5,True,False
857,1,310,4,4,3,-,True,False
858,1,70,2,2,2,16,True,False
859,1,91,2,3,2,5,False,False
860,1,156,3,4,2,7,True,False
861,1,48,2,1,1,10,True,False
862,0,54,1,2,0,1,True,False
863,0,256,4,5,4,8,True,False
864,1,20,1,1,0,1,False,True
865,1,72,2,2,1,9,True,False
866,1,159,2,3,1,8,False,True
867,1,220,3,3,2,14,False,True
868,1,190,3,4,1,-,True,False
869,1,25,1,1,0,2,True,False
870,1,100,2,1,2,-,False,False
871,1,171,4,5,4,4,True,False
872,1,230,4,3,1,1,False,False
873,0,75,3,2,2,1,True,False
874,1,68,2,1,1,5,True,False
875,1,160,2,1,0,-,True,False
876,1,100,2,2,2,6,True,True
877,1,287,4,4,4,6,False,False
878,0,55,2,1,1,2,True,False
879,1,50,2,1,1,11,False,True
880,1,39,1,1,1,20,True,False
881,1,16,1,1,0,1,False,False
882,1,200,4,3,3,1,True,True
883,1,83,2,3,2,-,True,False
884,1,22,1,1,1,14,False,True
885,0,80,3,2,2,14,False,False
886,1,100,3,2,3,-,True,False
887,1,210,3,2,1,5,True,True
888,1,33,1,1,0,18,True,False
889,1,64,1,2,1,15,True,True
890,1,98,2,2,0,6,True,False
891,1,200,3,4,2,-,False,True
892,1,44,1,1,1,17,False,True
893,1,420,3,3,4,7,True,False
894,1,55,1,1,0,-,True,True
895,1,40,1,1,0,-,True,False
896,1,80,2,1,1,2,True,True
897,0,131,3,3,3,7,False,False
898,1,66,2,1,1,5,False,False
899,1,98,1,1,1,-,False,False
900,1,77,1,2,1,29,True,True
901,1,293,4,3,3,5,True,False
902,1,320,4,4,6,8,True,True
903,1,10,4,3,2,-,True,False
904,1,178,3,2,1,6,True,False
905,1,90,2,1,2,4,True,False
906,1,64,2,2,1,14,True,True
907,1,57,2,1,1,8,True,True
908,1,240,3,1,2,8,True,False
909,1,140,4,4,3,5,True,False
910,1,59,1,1,1,3,True,True
911,1,178,3,3,1,10,True,False
912,1,430,4,4,8,-,True,False
913,1,65,2,1,1,3,True,False
914,1,100,2,2,1,11,False,False
915,1,106,2,3,2,14,True,True
916,1,234,3,5,4,-,True,True
917,1,417,5,4,2,-,True,False
918,1,125,3,2,2,-,True,False
919,0,64,2,1,1,10,True,False
920,1,99,3,2,1,3,True,False
921,1,30,1,1,1,14,True,False
922,1,100,2,2,1,15,False,False
923,1,225,3,2,2,-,True,False
924,1,125,3,2,2,4,True,True
925,1,180,2,2,5,-,True,False
926,1,50,1,1,0,-,False,False
927,0,55,2,1,1,1,True,False
928,1,30,1,1,0,3,True,True
929,1,220,4,3,4,4,True,False
930,1,30,1,1,0,9,True,False
931,1,195,3,3,3,-,True,True
932,1,109,3,2,2,13,True,False
933,1,45,1,1,0,-,True,False
934,1,280,4,4,2,-,True,False
935,0,212,4,1,2,-,True,False
936,0,42,1,1,1,16,False,False
937,1,100,3,3,1,-,True,False
938,1,35,1,1,0,-,True,False
939,1,300,3,3,1,-,True,True
940,1,600,4,6,5,13,True,False
941,1,70,2,2,1,-,True,False
942,1,35,1,1,0,1,False,True
943,1,180,5,3,2,-,False,False
944,1,210,3,3,3,17,True,False
945,1,96,3,3,2,5,True,False
946,1,46,1,1,1,12,False,True
947,1,68,2,2,2,13,False,True
948,1,135,2,3,1,19,False,True
949,1,235,3,4,4,2,True,True
950,1,190,4,5,3,10,True,False
951,0,75,2,1,1,-,True,False
952,1,35,1,1,1,16,True,True
953,1,40,1,1,2,5,True,False
954,1,245,3,3,1,18,True,True
955,1,55,2,1,1,6,True,False
956,1,49,1,1,1,5,True,False
957,1,60,2,1,0,3,True,False
958,0,60,2,1,1,16,False,False
959,1,190,3,4,3,14,True,True
960,1,95,3,2,2,16,False,False
961,1,125,2,1,1,-,True,False
962,1,250,3,4,4,-,True,True
963,1,230,3,4,2,12,True,True
964,1,168,3,3,3,3,True,False
965,1,132,3,1,2,7,False,True
966,1,294,4,6,8,-,True,True
967,1,25,1,1,0,12,True,False
968,1,48,1,1,1,6,True,False
969,1,98,2,2,1,13,True,False
970,0,226,4,2,2,10,True,False
971,1,60,2,1,1,2,True,False
972,1,55,1,1,1,7,True,False
973,1,31,1,1,0,6,True,False
974,1,150,2,3,1,-,True,False
975,1,70,2,1,0,-,True,False
976,1,234,3,4,3,13,True,False
977,1,188,1,3,2,10,False,False
978,1,198,4,5,4,17,True,False
979,0,57,1,1,1,2,True,False
980,1,550,3,2,4,-,False,False
981,1,700,5,7,5,-,True,False
982,1,240,4,2,4,-,True,False
983,1,100,3,3,2,2,False,True
984,1,167,3,3,2,7,True,False
985,0,85,2,1,0,-,True,False
986,1,55,1,2,1,18,True,True
987,1,56,2,1,1,6,True,True
988,1,72,2,1,1,2,False,True
989,1,350,4,3,3,1,False,True
990,1,190,3,3,3,6,True,True
991,1,65,2,1,1,4,True,False
992,1,290,3,3,3,-,True,False
993,0,45,1,1,0,3,True,False
994,1,185,3,2,2,11,True,False
995,0,54,1,1,1,6,False,False
996,1,240,4,3,3,6,True,False
997,1,90,3,3,2,-,True,False
998,0,348,3,3,3,-,True,False
999,1,251,3,2,2,-,True,False
1000,1,140,3,1,2,-,False,False
1001,1,220,3,4,8,-,False,False
1002,1,42,1,1,1,14,False,False
1003,0,100,3,2,0,2,False,False
1004,0,65,2,1,1,1,False,False
1005,1,70,3,2,1,3,True,False
1006,1,80,2,2,0,-,True,False
1007,1,292,4,3,3,8,True,True
1008,1,28,1,1,0,1,True,False
1009,1,130,3,2,1,7,False,False
1010,1,145,3,2,1,4,True,False
1011,1,58,1,1,0,2,False,False
1012,1,380,3,5,1,10,False,False
1013,1,100,2,2,2,10,True,False
1014,0,62,1,1,1,1,False,False
1015,0,55,2,1,1,-,True,False
1016,1,98,2,2,1,-,False,False
1017,1,159,3,3,1,6,True,False
1018,1,210,3,5,4,6,True,True
1019,0,60,2,1,1,3,True,False
1020,1,472,3,2,4,-,True,False
1021,1,128,3,2,2,1,True,False
1022,1,83,2,1,1,1,True,False
1023,1,50,1,1,1,6,False,True
1024,1,112,3,2,3,-,True,False
1025,0,52,3,1,1,1,True,True
1026,1,40,1,1,1,9,True,True
1027,1,500,4,6,3,-,True,False
1028,1,55,2,1,1,13,True,False
1029,1,365,3,5,2,5,True,True
1030,1,40,1,2,1,28,False,True
1031,1,25,1,1,1,25,True,False
1032,0,85,3,2,2,9,True,True
1033,0,170,4,3,1,10,False,False
1034,1,300,3,5,4,12,False,False
1035,1,53,2,1,1,7,False,False
1036,1,387,4,5,6,-,True,False
1037,1,85,3,2,1,4,True,False
1038,0,45,2,1,1,3,True,False
1039,1,44,1,1,0,1,False,False
1040,1,92,2,2,1,6,False,False
1041,1,45,1,1,1,-,True,False
1042,1,60,2,1,0,10,True,False
1043,1,150,3,5,2,14,True,False
1044,1,35,1,1,0,1,False,False
1045,1,70,2,2,1,6,True,False
1046,1,350,3,5,4,13,True,False
1047,1,20,1,1,0,5,True,True
1048,1,316,4,6,4,18,True,True
1049,1,38,1,1,0,16,False,False
1050,1,62,3,2,1,5,True,False
1051,0,258,2,2,1,-,True,False
1052,0,402,4,5,2,-,False,False
1053,1,200,3,1,2,-,True,False
1054,1,60,1,1,1,6,True,False
1055,0,54,2,1,1,10,True,False
1056,1,53,2,1,1,8,True,True
1057,1,50,1,1,0,1,True,False
1058,0,65,2,1,1,3,True,False
1059,0,81,3,2,2,3,True,False
1060,1,68,2,2,1,18,True,False
1061,1,158,3,3,2,10,False,False
1062,1,114,2,2,1,4,True,False
1063,1,80,3,2,2,5,True,False
1064,0,111,3,3,3,6,False,True
1065,1,160,3,4,2,3,True,False
1066,1,630,4,6,4,-,False,False
1067,1,68,1,1,0,-,False,False
1068,0,60,2,1,1,1,True,False
1069,1,110,3,2,1,10,True,False
1070,1,255,4,4,3,2,True,False
1071,1,252,4,6,3,19,True,False
1072,1,86,2,1,1,12,True,False
1073,1,48,2,1,0,2,True,False
1074,0,300,4,5,3,9,True,False
1075,1,130,3,2,1,13,True,False
1076,1,36,1,1,0,1,True,False
1077,0,220,3,1,4,-,False,False
1078,1,96,2,2,2,5,True,False
1079,1,280,3,3,5,-,True,False
1080,1,70,1,1,1,-,True,False
1081,1,102,2,2,1,1,True,False
1082,1,70,2,1,0,6,True,False
1083,1,35,1,1,0,18,True,False
1084,1,60,2,2,1,5,True,False
1085,1,500,2,2,1,-,True,False
1086,1,238,4,5,3,1,False,False
1087,1,127,3,2,2,1,True,False
1088,1,298,4,4,3,6,True,False
1089,1,75,3,1,1,9,True,False
1090,0,105,2,2,2,11,True,False
1091,1,279,5,5,6,3,True,True
1092,1,100,1,2,1,13,False,False
1093,1,100,3,2,1,12,True,False
1094,1,120,4,2,2,-,False,False
1095,1,98,3,2,1,7,True,True
1096,0,550,5,6,8,-,True,False
1097,1,100,3,2,6,-,True,False
1098,0,55,1,1,0,5,False,False
1099,1,58,2,2,1,1,True,False
1100,1,180,3,3,1,6,False,False
1101,1,22,1,1,0,25,True,False
1102,0,82,3,2,1,1,True,False
1103,0,194,3,2,3,-,True,False
1104,1,70,3,2,1,1,True,False
1105,1,67,2,2,2,4,True,True
1106,1,100,3,2,2,6,False,False
1107,1,60,2,2,1,8,True,False
1108,1,62,2,2,1,5,True,False
1109,1,44,1,1,0,4,True,True
1110,1,66,2,2,1,15,False,False
1111,1,86,2,1,1,1,True,False
1112,1,300,3,4,0,-,True,True
1113,0,60,2,1,1,7,True,False
1114,0,65,2,1,1,7,True,False
1115,1,46,1,1,1,5,True,True
1116,1,70,2,2,1,13,True,False
1117,1,110,2,2,0,13,True,False
1118,1,20,1,1,0,3,False,True
1119,1,200,3,3,3,3,True,False
1120,1,150,3,3,2,10,True,False
1121,1,120,3,1,0,-,True,False
1122,1,176,3,4,3,20,False,False
1123,0,40,1,1,1,2,False,False
1124,1,350,3,6,4,28,True,True
1125,1,65,2,2,1,3,True,False
1126,1,35,1,1,1,4,True,True
1127,0,88,1,1,2,-,True,False
1128,1,106,2,2,2,1,False,True
1129,1,220,4,4,1,19,True,False
1130,1,40,1,1,0,2,True,False
1131,0,70,3,1,1,1,True,False
1132,1,227,4,4,3,7,False,True
1133,1,208,3,3,2,2,True,True
1134,1,238,4,3,1,7,True,False
1135,1,161,3,3,3,17,True,False
1136,1,85,3,2,2,3,True,False
1137,1,192,2,3,1,1,True,True
1138,0,71,2,1,1,3,True,False
1139,1,55,1,1,0,13,True,False
1140,0,219,4,5,2,4,True,True
1141,1,200,2,2,1,-,True,False
1142,1,50,1,1,0,-,False,False
1143,1,90,2,1,0,-,True,False
1144,1,45,1,1,1,1,False,True
1145,1,120,2,2,1,3,False,True
1146,1,170,3,2,1,5,True,False
1147,1,400,4,3,4,-,True,False
1148,1,42,1,1,1,3,True,False
1149,1,31,1,1,1,3,False,True
1150,1,350,3,5,3,-,True,False
1151,1,62,1,1,0,4,True,True
1152,1,83,2,3,2,8,True,False
1153,1,35,1,1,0,1,False,False
1154,1,147,3,2,2,4,True,False
1155,1,208,4,4,3,5,True,False
1156,1,30,1,1,0,-,True,False
1157,1,97,2,2,2,3,True,False
1158,1,30,1,1,0,-,False,False
1159,1,104,3,2,2,8,True,False
1160,1,230,4,3,3,-,True,False
1161,1,20,1,1,0,4,False,True
1162,1,298,4,4,1,-,True,False
1163,1,127,2,1,2,-,True,False
1164,0,60,3,2,1,3,True,False
1165,1,54,2,2,1,11,True,False
1166,0,262,3,4,4,-,True,False
1167,1,19,1,1,0,-,False,False
1168,1,55,2,1,1,1,True,True
1169,1,120,2,1,1,-,False,False
1170,1,88,3,4,2,5,True,False
1171,1,136,3,2,2,9,False,False
1172,1,130,3,1,1,-,True,False
1173,0,48,1,1,1,1,False,False
1174,1,53,3,2,1,13,False,False
1175,1,320,4,5,5,-,True,False
1176,0,52,1,1,1,8,False,True
1177,1,20,1,1,0,-,True,True
1178,1,75,2,1,3,5,False,False
1179,1,90,3,1,0,-,False,False
1180,1,95,2,2,1,-,True,False
1181,1,70,1,1,1,-,False,False
1182,1,25,1,1,0,9,True,True
1183,1,230,3,4,2,3,True,False
1184,1,89,3,2,2,15,False,False
1185,1,129,2,2,1,6,True,True
1186,1,42,1,1,1,-,True,True
1187,1,255,4,4,3,13,True,True
1188,1,192,3,4,2,13,True,False
1189,1,99,2,1,1,6,False,False
1190,1,50,2,1,1,1,True,False
1191,0,48,1,2,0,2,True,True
1192,1,99,2,1,1,-,True,False
1193,1,33,1,1,1,7,False,False
1194,1,93,3,2,2,25,False,True
1195,1,49,1,1,1,10,True,False
1196,1,50,1,1,0,9,False,True
1197,1,100,3,3,1,-,True,False
1198,1,110,2,1,1,10,False,False
1199,1,800,4,7,8,-,True,False
1200,1,210,4,5,2,1,True,True
1201,1,80,3,1,0,-,False,False
1202,1,196,2,3,3,8,True,False
1203,1,160,1,4,2,2,False,False
1204,1,250,5,3,6,-,True,False
1205,1,160,4,4,3,2,True,False
1206,1,189,4,3,2,5,False,True
1207,1,93,2,1,1,11,True,False
1208,1,500,4,6,6,-,True,False
1209,0,57,2,1,1,3,False,False
1210,0,76,3,1,1,8,False,False
1211,1,240,4,5,5,9,True,True
1212,1,240,3,4,3,1,True,True
1213,1,400,3,5,4,11,True,False
1214,1,68,3,1,1,1,True,False
1215,1,80,2,2,1,7,True,False
1216,1,205,4,4,2,14,True,False
1217,1,250,3,3,1,9,True,False
1218,1,120,2,3,2,10,True,True
1219,1,68,2,1,1,9,True,False
1220,1,65,2,1,1,3,True,False
1221,1,720,4,5,5,17,True,False
1222,1,40,1,1,0,1,False,False
1223,1,75,2,1,0,5,True,True
1224,1,150,2,2,2,-,True,False
1225,1,34,1,1,0,11,False,False
1226,0,135,3,2,2,-,True,False
1227,1,36,1,1,0,3,False,False
1228,1,60,2,1,1,1,True,False
1229,1,280,3,3,8,-,True,False
1230,1,156,3,3,3,20,True,False
1231,1,60,1,1,1,7,True,False
1232,0,60,2,1,1,1,False,True
1233,1,150,4,2,1,-,True,False
1234,1,120,3,2,2,1,True,False
1235,1,64,3,1,1,2,True,False
1236,1,238,4,4,3,1,True,True
1237,1,127,3,2,1,12,False,False
1238,1,87,2,2,2,15,True,False
1239,1,300,4,4,0,7,True,True
1240,1,60,2,1,0,1,True,False
1241,1,270,6,3,6,-,True,False
1242,1,142,3,3,2,15,True,False
1243,1,35,1,1,0,3,True,False
1244,1,55,2,1,0,-,True,False
1245,1,129,4,4,2,14,True,True
1246,1,30,1,1,1,14,False,False
1247,1,89,2,2,1,5,True,False
1248,1,98,3,2,2,6,True,True
1249,1,277,4,4,6,5,True,False
1250,1,80,2,2,2,15,True,False
1251,1,113,2,1,1,5,True,False
1252,1,25,1,1,0,1,False,False
1253,1,212,3,4,4,4,True,False
1254,0,53,2,1,1,3,True,False
1255,1,235,3,4,3,2,True,False
1256,1,100,1,2,2,8,True,False
1257,0,140,4,3,2,14,True,False
1258,1,51,1,2,1,3,False,True
1259,0,80,2,1,1,-,False,False
1260,1,244,3,4,2,7,True,True
1261,1,220,4,4,3,12,True,False
1262,1,97,3,2,2,14,True,False
1263,1,25,1,1,0,-,True,False
1264,1,100,3,2,1,4,False,True
1265,1,69,2,1,0,4,True,False
1266,0,143,3,2,3,-,True,False
1267,1,48,1,1,1,3,True,False
1268,0,380,4,6,3,-,True,False
1269,1,340,5,4,2,7,True,False
1270,0,165,3,2,0,-,True,False
1271,1,137,3,3,1,9,True,True
1272,1,33,2,1,0,6,True,False
1273,1,120,4,3,2,8,True,False
1274,1,150,4,3,0,2,True,False
1275,1,218,4,4,4,3,False,False
1276,1,160,4,3,3,3,True,False
1277,1,85,2,1,0,4,True,True
1278,1,230,3,3,0,9,True,True
1279,1,40,1,1,0,-,False,False
1280,1,160,4,5,3,2,True,True
1281,0,92,3,2,3,6,True,False
1282,1,23,1,1,0,2,False,False
1283,1,53,2,2,1,9,False,False
1284,1,260,3,2,3,10,True,False
1285,1,140,3,1,0,-,True,False
1286,1,236,4,5,7,4,True,True
1287,1,250,3,3,3,-,True,False
1288,1,30,2,1,0,-,True,False
1289,1,280,4,4,1,1,True,True
1290,1,103,3,1,3,2,True,False
1291,1,60,1,1,0,-,True,True
1292,1,62,2,1,1,1,True,False
1293,1,20,1,1,0,-,True,True
1294,1,278,3,2,1,11,True,False
1295,1,42,2,1,1,18,True,False
1296,1,260,4,5,5,6,True,False
1297,1,160,3,3,2,1,True,True
1298,1,200,4,4,3,5,True,True
1299,1,52,2,1,1,8,True,False
1300,1,100,2,2,1,10,True,True
1301,1,75,2,2,1,14,True,False
1302,0,30,1,1,0,-,False,False
1303,1,70,2,2,1,1,False,False
1304,1,55,2,1,0,-,True,False
1305,1,23,1,1,0,25,True,False
1306,1,250,3,4,3,8,True,False
1307,1,240,4,5,3,4,True,False
1308,1,110,2,1,1,-,True,False
1309,0,52,2,1,1,4,True,True
1310,1,20,1,1,0,5,False,True
1311,1,40,1,1,0,-,False,False
1312,1,35,1,1,1,4,False,False
1313,1,92,3,1,2,3,True,True
1314,1,700,4,6,6,-,True,False
1315,1,50,1,1,1,7,True,True
1316,1,141,3,3,2,3,True,False
1317,1,60,2,2,1,14,False,True
1318,1,333,3,4,4,27,True,True
1319,1,48,1,1,0,3,True,False
1320,1,101,3,4,2,4,False,True
1321,1,35,1,1,1,2,True,False
1322,1,312,3,6,3,-,True,True
1323,1,40,1,1,0,14,False,True
1324,1,45,1,1,1,2,False,True
1325,1,145,3,3,2,1,True,True
1326,1,350,3,4,5,-,True,False
1327,1,170,3,3,1,6,True,False
1328,1,270,3,3,2,8,True,True
1329,1,70,2,2,0,-,False,False
1330,1,50,2,1,1,6,True,True
1331,1,33,1,1,1,19,False,True
1332,0,70,3,1,1,1,True,False
1333,1,240,3,2,3,-,True,False
1334,1,53,1,1,1,4,True,False
1335,1,50,2,1,1,-,True,False
1336,1,55,2,1,1,7,False,False
1337,1,500,5,6,5,-,True,False
1338,1,380,2,4,0,21,True,True
1339,1,48,1,1,1,4,True,False
1340,1,30,1,1,0,1,True,True
1341,0,138,3,4,3,8,True,False
1342,1,100,2,4,2,12,False,True
1343,1,320,3,4,3,-,True,False
1344,1,351,3,4,2,17,False,True
1345,1,190,4,3,3,8,True,False
1346,1,55,2,1,1,3,True,False
1347,1,62,2,1,1,2,True,False
1348,1,130,3,2,1,3,True,False
1349,1,61,2,1,1,6,True,False
1350,1,150,3,4,3,18,False,True
1351,0,87,2,1,0,10,True,False
1352,1,156,3,4,3,4,True,False
1353,1,33,1,1,0,12,True,False
1354,1,46,1,1,1,7,True,False
1355,1,45,1,1,1,9,True,False
1356,1,50,2,1,1,5,True,False
1357,1,90,2,2,2,-,True,True
1358,1,280,3,4,3,4,False,False
1359,1,98,2,3,2,8,True,True
1360,1,65,2,1,2,21,True,False
1361,1,100,1,2,2,1,True,True
1362,1,170,3,5,3,1,True,True
1363,1,60,1,1,1,7,True,True
1364,1,400,3,5,6,-,True,True
1365,1,45,1,1,1,1,False,True
1366,1,85,3,2,2,-,True,False
1367,1,300,3,3,4,-,True,False
1368,1,70,2,1,1,3,False,False
1369,1,38,1,1,1,5,False,True
1370,1,186,4,4,3,11,True,False
1371,1,20,1,1,0,6,True,True
1372,1,210,3,3,2,15,False,True
1373,1,80,3,2,2,12,False,True
1374,1,22,1,1,0,25,True,False
1375,1,70,3,2,1,3,True,False
1376,1,162,3,3,1,8,True,False
1377,1,20,1,1,0,5,True,True
1378,1,210,3,3,4,8,True,False
1379,1,250,4,2,5,-,True,False
1380,1,150,2,1,2,-,True,False
1381,1,204,4,5,3,10,False,False
1382,1,93,2,2,1,8,True,False
1383,1,90,3,1,1,4,True,False
1384,1,70,3,1,1,12,True,False
1385,1,65,2,2,1,6,True,False
1386,1,45,2,1,1,14,True,False
1387,1,204,4,6,4,8,True,True
1388,1,240,3,3,2,-,True,False
1389,1,56,1,1,1,10,False,True
1390,1,80,3,2,1,6,True,False
1391,1,88,3,3,2,14,True,False
1392,1,60,1,1,2,11,True,True
1393,1,240,4,3,1,-,True,False
1394,1,60,2,1,1,-,False,False
1395,0,240,3,4,2,-,True,False
1396,1,37,2,1,0,1,False,False
1397,1,84,3,1,1,6,True,False
1398,1,260,3,2,2,9,True,False
1399,1,70,2,1,1,6,True,False
1400,0,151,3,2,3,10,True,True
1401,1,120,2,1,0,-,True,False
1402,1,250,3,2,2,-,True,False
1403,1,187,3,3,3,13,True,True
1404,1,87,2,2,1,4,True,False
1405,1,455,4,5,4,5,True,False
1406,1,210,4,5,3,12,True,True
1407,1,160,3,4,2,-,True,False
1408,1,110,6,5,7,-,True,False
1409,1,142,4,4,3,15,False,False
1410,1,700,5,7,8,-,True,True
1411,1,45,1,1,1,7,True,True
1412,1,130,3,2,1,1,False,False
1413,0,147,4,3,1,-,True,False
1414,1,150,2,1,0,1,True,False
1415,1,130,2,3,2,-,True,False
1416,1,89,3,2,1,14,True,False
1417,0,103,2,1,1,4,False,False
1418,0,100,3,2,1,3,True,False
1419,1,310,2,6,3,11,False,False
1420,1,100,2,3,1,6,True,False
1421,1,70,2,2,1,-,True,False
1422,1,148,3,3,0,6,True,False
1423,1,80,3,1,1,8,True,True
1424,1,52,1,1,1,7,True,False
1425,1,39,2,1,1,-,False,False
1426,0,94,3,1,0,6,True,False
1427,1,173,7,2,0,-,False,False
1428,1,300,5,6,6,-,True,False
1429,1,651,7,7,8,-,True,False
1430,1,19,1,1,0,-,False,False
1431,1,355,4,5,5,21,False,True
1432,0,45,2,1,1,1,True,False
1433,1,75,1,1,1,9,True,False
1434,1,60,2,1,1,4,True,False
1435,0,277,3,4,4,-,True,False
1436,0,71,2,1,1,7,True,False
1437,1,114,3,1,0,-,True,False
1438,1,138,3,3,2,11,True,False
1439,1,90,3,2,2,4,True,True
1440,1,235,3,2,2,-,False,False
1441,1,136,4,2,3,12,True,False
1442,1,20,1,1,0,-,True,True
1443,1,36,1,1,0,13,False,False
1444,1,210,3,4,3,6,True,False
1445,1,60,2,1,1,10,True,False
1446,1,325,5,5,4,-,True,False
1447,0,43,2,1,1,-,True,False
1448,0,170,3,2,2,-,True,False
1449,0,55,1,2,0,6,True,False
1450,1,200,3,3,1,8,True,False
1451,1,150,3,2,1,-,False,False
1452,1,140,2,1,0,-,True,False
1453,1,160,3,3,1,6,True,False
1454,1,300,3,4,4,-,True,False
1455,1,408,4,6,3,20,True,False
1456,1,99,3,2,1,8,False,False
1457,1,180,3,2,1,2,True,False
1458,1,230,4,5,4,-,True,False
1459,1,210,4,4,3,9,True,False
1460,1,440,1,2,4,-,True,False
1461,1,55,2,2,2,6,True,False
1462,0,70,1,2,1,11,False,True
1463,1,370,5,4,3,-,True,False
1464,1,157,3,3,1,5,True,False
1465,1,176,3,3,3,9,True,False
1466,0,78,3,1,1,2,True,False
1467,1,35,1,1,0,7,False,False
1468,0,52,1,1,1,8,True,False
1469,1,240,4,4,3,1,True,False
1470,1,84,2,3,2,8,True,False
1471,1,125,3,3,2,-,True,False
1472,0,78,3,2,1,15,True,False
1473,0,58,2,1,1,1,True,True
1474,1,113,3,2,2,1,True,False
1475,1,52,1,1,1,8,False,False
1476,1,28,1,1,0,6,True,False
1477,1,54,1,1,0,8,True,False
1478,1,270,4,4,4,5,True,False
1479,1,220,3,3,3,9,True,False
1480,1,118,3,3,2,5,False,False
1481,1,92,3,2,1,9,False,False
1482,1,62,2,1,1,17,False,False
1483,1,250,3,4,3,11,True,False
1484,0,750,4,5,5,-,False,False
1485,1,177,3,2,2,-,True,False
1486,1,138,3,2,1,7,False,False
1487,1,140,3,2,1,5,True,False
1488,1,450,4,5,6,-,False,True
1489,1,167,3,3,3,4,True,False
1490,1,30,1,1,1,11,False,True
1491,1,120,3,2,0,-,True,False
1492,0,60,2,1,1,-,True,False
1493,1,210,3,3,4,-,True,False
1494,1,49,1,1,1,7,True,True
1495,1,75,2,2,1,8,True,True
1496,1,109,3,2,1,2,True,False
1497,1,57,1,2,0,17,True,False
1498,1,100,4,2,2,-,True,False
1499,1,70,2,2,2,11,False,True
1500,1,250,3,2,8,-,True,False
1501,1,103,3,2,2,6,True,False
1502,1,90,3,2,2,11,False,False
1503,0,273,4,2,2,4,True,True
1504,1,37,1,1,0,31,False,True
1505,1,61,2,1,1,4,True,False
1506,1,64,2,2,1,-,False,False
1507,1,220,3,5,4,10,True,False
1508,1,58,2,2,1,1,True,False
1509,1,145,3,3,3,6,True,False
1510,1,380,5,5,4,-,True,False
1511,1,93,3,2,2,7,True,False
1512,1,36,1,1,1,8,True,False
1513,1,78,2,2,1,2,True,True
1514,1,38,2,1,1,3,True,False
1515,0,101,3,2,2,1,True,False
1516,1,400,4,5,5,-,True,False
1517,1,65,2,1,0,4,True,False
1518,1,248,3,4,3,2,True,False
